match_id,team,completed_passes,total_passes,pass_completion_percentage,Shots,duels,Goals,match_date,match_week
3890472,Werder Bremen,205,327,62.69113149847095,11,90,4.0,2016-03-02,24
3890469,Augsburg,379,486,77.9835390946502,14,62,1.0,2016-03-02,24
3890469,Hoffenheim,406,518,78.37837837837837,14,62,2.0,2016-03-02,24
3890470,Eintracht Frankfurt,357,509,70.13752455795678,11,106,0.0,2016-03-02,24
3890470,Hertha Berlin,354,493,71.80527383367141,12,106,2.0,2016-03-02,24
3890468,Borussia Dortmund,553,685,80.72992700729927,13,82,2.0,2016-03-02,24
3890468,Darmstadt 98,175,327,53.51681957186545,5,82,0.0,2016-03-02,24
3890471,Borussia Mönchengladbach,483,596,81.04026845637584,14,69,3.0,2016-03-02,24
3890471,VfB Stuttgart,333,459,72.54901960784314,7,69,0.0,2016-03-02,24
3890480,FC Köln,368,485,75.87628865979381,16,84,1.0,2016-03-05,25
3890480,Schalke 04,448,547,81.90127970749543,17,84,3.0,2016-03-05,25
3890481,Bayern Munich,629,730,86.16438356164383,17,58,0.0,2016-03-05,25
3890481,Borussia Dortmund,352,451,78.04878048780488,11,58,0.0,2016-03-05,25
3890479,Eintracht Frankfurt,414,577,71.75043327556327,21,108,1.0,2016-03-05,25
3890479,Ingolstadt,160,306,52.28758169934641,12,108,1.0,2016-03-05,25
3890478,Hannover 96,368,496,74.19354838709677,15,103,1.0,2016-03-05,25
3890478,Werder Bremen,305,413,73.8498789346247,15,103,4.0,2016-03-05,25
3890477,Augsburg,329,456,72.14912280701753,10,91,3.0,2016-03-05,25
3890477,Bayer Leverkusen,477,609,78.32512315270937,20,91,2.0,2016-03-05,25
3890476,Hoffenheim,490,577,84.92201039861352,13,60,1.0,2016-03-05,25
3890476,VfB Stuttgart,272,362,75.13812154696133,22,60,5.0,2016-03-05,25
3890475,Borussia Mönchengladbach,593,683,86.82284040995609,15,57,1.0,2016-03-05,25
3890475,Wolfsburg,438,540,81.11111111111111,11,57,2.0,2016-03-05,25
3890482,Darmstadt 98,170,311,54.662379421221864,15,104,0.0,2016-03-06,25
3890482,FSV Mainz 05,369,509,72.4950884086444,11,104,0.0,2016-03-06,25
3890483,Hamburger SV,455,591,76.98815566835871,15,100,2.0,2016-03-06,25
3890483,Hertha Berlin,313,444,70.4954954954955,3,100,0.0,2016-03-06,25
3890484,Hertha Berlin,370,460,80.43478260869566,17,68,2.0,2016-03-11,26
3890484,Schalke 04,449,536,83.76865671641791,16,68,0.0,2016-03-11,26
3890490,FC Köln,332,427,77.75175644028103,11,98,2.0,2016-03-12,26
3890490,Hannover 96,533,659,80.88012139605463,17,98,0.0,2016-03-12,26
3890489,Bayern Munich,899,991,90.71644803229061,20,67,5.0,2016-03-12,26
3890489,Werder Bremen,144,221,65.15837104072398,2,67,0.0,2016-03-12,26
3890488,Borussia Mönchengladbach,622,744,83.60215053763442,16,62,3.0,2016-03-12,26
3890488,Eintracht Frankfurt,305,427,71.42857142857143,4,62,0.0,2016-03-12,26
3890487,Augsburg,382,505,75.64356435643565,16,107,2.0,2016-03-12,26
3890487,Darmstadt 98,149,276,53.985507246376805,11,107,2.0,2016-03-12,26
3890486,Hoffenheim,283,393,72.01017811704835,10,72,1.0,2016-03-12,26
3890486,Wolfsburg,597,698,85.53008595988538,15,72,0.0,2016-03-12,26
3890485,Ingolstadt,207,350,59.14285714285714,22,113,3.0,2016-03-12,26
3890485,VfB Stuttgart,257,396,64.8989898989899,15,113,3.0,2016-03-12,26
3890491,Borussia Dortmund,614,741,82.86099865047234,22,96,2.0,2016-03-13,26
3890491,FSV Mainz 05,281,386,72.7979274611399,4,96,0.0,2016-03-13,26
3890492,Bayer Leverkusen,219,371,59.02964959568733,13,113,0.0,2016-03-13,26
3890492,Hamburger SV,271,424,63.91509433962265,10,113,0.0,2016-03-13,26
3890493,Borussia Mönchengladbach,605,714,84.73389355742297,22,78,1.0,2016-03-18,27
3890493,Schalke 04,335,433,77.36720554272517,6,78,1.0,2016-03-18,27
3890499,Hamburger SV,406,560,72.5,24,105,1.0,2016-03-19,27
3890499,Hoffenheim,237,349,67.90830945558739,14,105,3.0,2016-03-19,27
3890498,Darmstadt 98,141,243,58.0246913580247,11,84,1.0,2016-03-19,27
3890498,Wolfsburg,611,725,84.27586206896551,19,84,1.0,2016-03-19,27
3890494,FSV Mainz 05,387,536,72.20149253731343,8,97,1.0,2016-03-19,27
3890494,Werder Bremen,312,456,68.42105263157895,10,97,1.0,2016-03-19,27
3890496,Hertha Berlin,421,542,77.67527675276753,7,93,2.0,2016-03-19,27
3890496,Ingolstadt,324,461,70.28199566160521,9,93,1.0,2016-03-19,27
3890497,Eintracht Frankfurt,341,527,64.70588235294117,10,110,1.0,2016-03-19,27
3890497,Hannover 96,254,400,63.5,7,110,0.0,2016-03-19,27
3890495,Bayern Munich,798,888,89.86486486486487,6,77,1.0,2016-03-19,27
3890495,FC Köln,181,280,64.64285714285715,6,77,0.0,2016-03-19,27
3890500,Bayer Leverkusen,275,411,66.90997566909975,15,116,2.0,2016-03-20,27
3890500,VfB Stuttgart,368,497,74.04426559356136,13,116,0.0,2016-03-20,27
3890501,Augsburg,219,313,69.96805111821087,7,52,1.0,2016-03-20,27
3890501,Borussia Dortmund,846,950,89.05263157894737,13,52,3.0,2016-03-20,27
3890502,Bayer Leverkusen,318,438,72.6027397260274,12,77,3.0,2016-04-01,28
3890502,Wolfsburg,398,515,77.28155339805825,10,77,0.0,2016-04-01,28
3890503,Augsburg,346,442,78.28054298642535,14,61,2.0,2016-04-02,28
3890503,FSV Mainz 05,350,436,80.27522935779817,18,61,4.0,2016-04-02,28
3890504,Hamburger SV,287,434,66.12903225806451,9,108,3.0,2016-04-02,28
3890504,Hannover 96,385,517,74.46808510638297,16,108,0.0,2016-04-02,28
3890506,Darmstadt 98,137,260,52.69230769230769,15,105,2.0,2016-04-02,28
3890506,VfB Stuttgart,284,383,74.1514360313316,9,105,2.0,2016-04-02,28
3890507,Borussia Dortmund,634,737,86.02442333785618,24,78,3.0,2016-04-02,28
3890507,Werder Bremen,221,313,70.6070287539936,7,78,2.0,2016-04-02,28
3890508,Ingolstadt,245,368,66.57608695652173,12,111,3.0,2016-04-02,28
3890508,Schalke 04,384,507,75.7396449704142,9,111,0.0,2016-04-02,28
3890505,Bayern Munich,598,698,85.67335243553008,20,65,1.0,2016-04-02,28
3890505,Eintracht Frankfurt,213,316,67.40506329113924,4,65,0.0,2016-04-02,28
3890509,FC Köln,382,495,77.17171717171716,8,62,1.0,2016-04-03,28
3890509,Hoffenheim,501,593,84.48566610455312,15,62,1.0,2016-04-03,28
3890510,Borussia Mönchengladbach,440,540,81.48148148148148,17,84,5.0,2016-04-03,28
3890510,Hertha Berlin,391,498,78.5140562248996,7,84,0.0,2016-04-03,28
3890511,Hannover 96,255,342,74.56140350877193,12,68,2.0,2016-04-08,29
3890511,Hertha Berlin,504,606,83.16831683168317,12,68,2.0,2016-04-08,29
3890515,Darmstadt 98,154,280,55.00000000000001,9,92,2.0,2016-04-09,29
3890515,Hamburger SV,490,620,79.03225806451613,10,92,1.0,2016-04-09,29
3890517,Borussia Mönchengladbach,236,391,60.35805626598465,5,126,0.0,2016-04-09,29
3890517,Ingolstadt,297,459,64.70588235294117,13,126,1.0,2016-04-09,29
3890516,Bayern Munich,744,828,89.85507246376811,13,79,2.0,2016-04-09,29
3890516,VfB Stuttgart,144,247,58.2995951417004,9,79,1.0,2016-04-09,29
3890512,Eintracht Frankfurt,289,426,67.84037558685446,10,94,0.0,2016-04-09,29
3890512,Hoffenheim,259,379,68.33773087071239,7,94,2.0,2016-04-09,29
3890513,FSV Mainz 05,359,458,78.38427947598254,16,62,1.0,2016-04-09,29
3890513,Wolfsburg,363,469,77.39872068230277,16,62,1.0,2016-04-09,29
3890514,Augsburg,240,347,69.164265129683,4,109,2.0,2016-04-09,29
3890514,Werder Bremen,349,474,73.62869198312237,18,109,1.0,2016-04-09,29
3890518,Borussia Dortmund,312,412,75.72815533980582,15,92,2.0,2016-04-10,29
3890518,Schalke 04,344,430,80.0,10,92,2.0,2016-04-10,29
3890519,Bayer Leverkusen,389,501,77.64471057884231,12,84,2.0,2016-04-10,29
3890519,FC Köln,422,548,77.00729927007299,17,84,0.0,2016-04-10,29
3890520,Borussia Mönchengladbach,427,582,73.3676975945017,8,88,0.0,2016-04-15,30
3890520,Hannover 96,285,418,68.18181818181817,12,88,2.0,2016-04-15,30
3890523,Werder Bremen,261,379,68.86543535620054,21,97,3.0,2016-04-16,30
3890523,Wolfsburg,396,505,78.41584158415841,8,97,2.0,2016-04-16,30
3890524,Hertha Berlin,387,479,80.79331941544885,10,57,1.0,2016-04-16,30
3890524,Hoffenheim,472,559,84.43649373881932,17,57,2.0,2016-04-16,30
3890525,Darmstadt 98,134,251,53.38645418326693,6,98,2.0,2016-04-16,30
3890525,Ingolstadt,335,466,71.88841201716738,7,98,0.0,2016-04-16,30
3890521,Bayer Leverkusen,411,526,78.13688212927757,12,105,3.0,2016-04-16,30
3890521,Eintracht Frankfurt,212,336,63.095238095238095,10,105,0.0,2016-04-16,30
3890522,Augsburg,314,414,75.84541062801932,12,87,1.0,2016-04-16,30
3890522,VfB Stuttgart,297,426,69.71830985915493,10,87,0.0,2016-04-16,30
3890526,Bayern Munich,718,802,89.52618453865337,14,64,3.0,2016-04-16,30
3890526,Schalke 04,328,410,80.0,7,64,0.0,2016-04-16,30
3890527,FC Köln,375,484,77.47933884297521,12,79,3.0,2016-04-17,30
3890527,FSV Mainz 05,357,449,79.51002227171492,18,79,2.0,2016-04-17,30
3890528,Borussia Dortmund,711,800,88.875,14,67,3.0,2016-04-17,30
3890528,Hamburger SV,232,317,73.18611987381703,5,67,0.0,2016-04-17,30
3890529,Hamburger SV,270,400,67.5,12,124,2.0,2016-04-22,31
3890529,Werder Bremen,355,494,71.86234817813765,21,124,1.0,2016-04-22,31
3890535,Augsburg,199,311,63.9871382636656,8,92,2.0,2016-04-23,31
3890535,Wolfsburg,656,776,84.5360824742268,19,92,0.0,2016-04-23,31
3890534,Bayer Leverkusen,313,425,73.6470588235294,17,74,3.0,2016-04-23,31
3890534,Schalke 04,457,565,80.88495575221238,20,74,2.0,2016-04-23,31
3890533,Bayern Munich,710,826,85.95641646489103,6,71,2.0,2016-04-23,31
3890533,Hertha Berlin,172,290,59.310344827586206,8,71,0.0,2016-04-23,31
3890532,Hannover 96,412,562,73.30960854092527,13,137,2.0,2016-04-23,31
3890532,Ingolstadt,155,295,52.54237288135594,9,137,2.0,2016-04-23,31
3890531,Darmstadt 98,207,325,63.69230769230769,15,78,1.0,2016-04-23,31
3890531,FC Köln,402,491,81.87372708757637,15,78,4.0,2016-04-23,31
3890530,Borussia Dortmund,495,596,83.05369127516778,15,79,3.0,2016-04-23,31
3890530,VfB Stuttgart,394,515,76.50485436893204,8,79,0.0,2016-04-23,31
3890536,Borussia Mönchengladbach,492,606,81.1881188118812,24,77,2.0,2016-04-24,31
3890536,Hoffenheim,347,463,74.94600431965442,14,77,1.0,2016-04-24,31
3890537,Eintracht Frankfurt,325,454,71.58590308370044,8,92,1.0,2016-04-24,31
3890537,FSV Mainz 05,250,363,68.87052341597796,8,92,1.0,2016-04-24,31
3890538,Augsburg,506,599,84.47412353923205,13,59,0.0,2016-04-29,32
3890538,FC Köln,267,365,73.15068493150685,8,59,0.0,2016-04-29,32
3890541,Bayern Munich,498,631,78.92234548335975,8,88,1.0,2016-04-30,32
3890541,Borussia Mönchengladbach,372,497,74.84909456740442,8,88,1.0,2016-04-30,32
3890542,Borussia Dortmund,603,675,89.33333333333333,19,75,5.0,2016-04-30,32
3890542,Wolfsburg,301,392,76.78571428571429,7,75,1.0,2016-04-30,32
3890543,Hannover 96,296,419,70.64439140811456,21,109,1.0,2016-04-30,32
3890543,Schalke 04,340,451,75.3880266075388,10,109,3.0,2016-04-30,32
3890545,FSV Mainz 05,344,473,72.72727272727273,12,105,0.0,2016-04-30,32
3890545,Hamburger SV,254,374,67.9144385026738,7,105,0.0,2016-04-30,32
3890539,Darmstadt 98,155,281,55.16014234875445,10,108,1.0,2016-04-30,32
3890539,Eintracht Frankfurt,345,479,72.02505219206681,12,108,2.0,2016-04-30,32
3890540,Bayer Leverkusen,384,505,76.03960396039604,19,70,2.0,2016-04-30,32
3890540,Hertha Berlin,337,454,74.22907488986785,8,70,1.0,2016-04-30,32
3890544,Hoffenheim,298,427,69.78922716627635,10,93,2.0,2016-04-30,32
3890544,Ingolstadt,242,377,64.19098143236074,15,93,1.0,2016-04-30,32
3890546,VfB Stuttgart,385,527,73.05502846299811,12,83,2.0,2016-05-02,32
3890546,Werder Bremen,232,368,63.04347826086957,16,83,5.0,2016-05-02,32
3890554,FC Köln,372,494,75.30364372469636,9,92,0.0,2016-05-07,33
3890554,Werder Bremen,258,365,70.68493150684931,13,92,0.0,2016-05-07,33
3890555,Darmstadt 98,112,226,49.557522123893804,8,81,2.0,2016-05-07,33
3890555,Hertha Berlin,601,708,84.88700564971752,17,81,1.0,2016-05-07,33
3890552,FSV Mainz 05,263,380,69.21052631578948,19,89,3.0,2016-05-07,33
3890552,VfB Stuttgart,311,419,74.22434367541766,7,89,1.0,2016-05-07,33
3890551,Hamburger SV,265,387,68.47545219638242,5,79,0.0,2016-05-07,33
3890551,Wolfsburg,344,470,73.19148936170212,12,79,1.0,2016-05-07,33
3890550,Bayer Leverkusen,282,405,69.62962962962963,16,84,1.0,2016-05-07,33
3890550,Borussia Mönchengladbach,475,586,81.05802047781569,14,84,2.0,2016-05-07,33
3890549,Augsburg,192,284,67.6056338028169,5,70,1.0,2016-05-07,33
3890549,Schalke 04,483,589,82.00339558573853,20,70,1.0,2016-05-07,33
3890548,Bayern Munich,368,491,74.949083503055,12,88,2.0,2016-05-07,33
3890548,Ingolstadt,238,355,67.04225352112675,17,88,1.0,2016-05-07,33
3890547,Hannover 96,311,426,73.00469483568075,14,85,1.0,2016-05-07,33
3890547,Hoffenheim,395,526,75.09505703422053,16,85,0.0,2016-05-07,33
3890553,Borussia Dortmund,719,826,87.046004842615,13,50,0.0,2016-05-07,33
3890553,Eintracht Frankfurt,82,172,47.674418604651166,6,50,1.0,2016-05-07,33
3890556,VfB Stuttgart,368,490,75.10204081632654,13,75,1.0,2016-05-14,34
3890556,Wolfsburg,451,567,79.54144620811287,17,75,3.0,2016-05-14,34
3890557,Eintracht Frankfurt,164,305,53.77049180327869,4,97,0.0,2016-05-14,34
3890557,Werder Bremen,426,560,76.07142857142857,16,97,1.0,2016-05-14,34
3890558,FSV Mainz 05,229,348,65.80459770114942,7,85,0.0,2016-05-14,34
3890558,Hertha Berlin,482,615,78.3739837398374,11,85,0.0,2016-05-14,34
3890559,Bayern Munich,559,664,84.1867469879518,20,76,3.0,2016-05-14,34
3890559,Hannover 96,245,352,69.60227272727273,20,76,1.0,2016-05-14,34
3890560,Borussia Mönchengladbach,634,728,87.08791208791209,22,77,2.0,2016-05-14,34
3890560,Darmstadt 98,209,326,64.11042944785275,9,77,0.0,2016-05-14,34
3890562,Borussia Dortmund,889,977,90.992835209826,13,60,2.0,2016-05-14,34
3890562,FC Köln,130,213,61.03286384976526,6,60,2.0,2016-05-14,34
3890563,Bayer Leverkusen,215,345,62.31884057971014,10,97,3.0,2016-05-14,34
3890563,Ingolstadt,313,438,71.46118721461188,21,97,2.0,2016-05-14,34
3890564,Augsburg,378,480,78.75,12,80,1.0,2016-05-14,34
3890564,Hamburger SV,339,437,77.57437070938215,14,80,3.0,2016-05-14,34
3890561,Hoffenheim,422,506,83.399209486166,13,58,1.0,2016-05-14,34
3890561,Schalke 04,515,590,87.28813559322035,12,58,3.0,2016-05-14,34
